Source,Target,Weight,Floor,Category
MLB,Mega Bangna,1,1F,Fashion
MOLLY TEA,Mega Bangna,1,1F,Food & Beverage
MOLTO,Mega Bangna,1,1F,Food & Beverage
MOMOKO BAG & SHOES SPA,Mega Bangna,1,GF,Lifestyle & Specialty
MONKEY THREE,Mega Bangna,1,GF,Lifestyle & Specialty
MONSTERS GAMESTATION,Mega Bangna,1,GF,Entertainment
MOS BURGER,Mega Bangna,1,1F,Food & Beverage
MOSHI MOSHI,Mega Bangna,1,2F,Lifestyle & Specialty
MR. BAG FIX,Mega Bangna,1,GF,Lifestyle & Specialty
MUANGTHAILIFE INSURANCE,Mega Bangna,1,1F,Bank & Financial Services
MUJOSH,Mega Bangna,1,2F,Fashion
MULTY BEAUTY,Mega Bangna,1,1F,Beauty & Wellness
MUSIC COLLECTION,Mega Bangna,1,2F,Lifestyle & Specialty
N&B PANCAKE,Mega Bangna,1,1F,Food & Beverage
NAI IN,Mega Bangna,1,2F,Lifestyle & Specialty
NAILS&TOES,Mega Bangna,1,GF,Beauty & Wellness
NAKAMOL,Mega Bangna,1,2F,Fashion
NAMTAOHUU PU PLA,Mega Bangna,1,1F,Food & Beverage
NATIONAL TELECOM,Mega Bangna,1,1F,Technology
NATIVE,Mega Bangna,1,2F,Fashion
NESPRESSO,Mega Bangna,1,1F,Food & Beverage
NEW BALANCE,Mega Bangna,1,2F,Fashion
NEW ERA,Mega Bangna,1,2F,Fashion
NIKE,Mega Bangna,1,1F,Fashion
NIKO AND ...,Mega Bangna,1,1F,Fashion
NIKO'S DOG CAFE,Mega Bangna,1,GF,Food & Beverage
NITIPON CLINIC,Mega Bangna,1,1F,Beauty & Wellness
NITTAYA KAI YANG RESTAURANT,Mega Bangna,1,2F,Food & Beverage
NOO YOO,Mega Bangna,1,2F,Fashion
NOSE TEA,Mega Bangna,1,2F,Food & Beverage
NUNU TOYS,Mega Bangna,1,2F,Entertainment
O&B,Mega Bangna,1,1F,Fashion
OBAGI MEDICAL,Mega Bangna,1,1F,Beauty & Wellness
OH! JUICE,Mega Bangna,1,2F,Food & Beverage
OHKAJHU,Mega Bangna,1,1F,Food & Beverage
OLINO CREPE & TEA,Mega Bangna,1,1F,Food & Beverage
OMAZZ GALLERY,Mega Bangna,1,1F,Lifestyle & Specialty
ON,Mega Bangna,1,2F,Fashion
ON THE TABLE,Mega Bangna,1,2F,Food & Beverage
ONITSUKA TIGER,Mega Bangna,1,1F,Fashion
OOTOYA,Mega Bangna,1,2F,Food & Beverage
OPPO,Mega Bangna,1,2F,Technology
OPTIC SQUARE,Mega Bangna,1,2F,Fashion
ORANGINAL,Mega Bangna,1,1F,Fashion
ORIENTAL PRINCESS,Mega Bangna,1,1F,Beauty & Wellness
OTTERI,Mega Bangna,1,GF,Lifestyle & Specialty
OWNDAYS,Mega Bangna,1,1F,Fashion
PANDORA,Mega Bangna,1,1F,Fashion
PANPURI,Mega Bangna,1,1F,Beauty & Wellness
PASTEL CREATIVE WEAR,Mega Bangna,1,2F,Fashion
PAVEMENT,Mega Bangna,1,2F,Fashion
PEPPER LUNCH,Mega Bangna,1,2F,Food & Beverage
PETCLUB,Mega Bangna,1,GF,Lifestyle & Specialty
PICO,Mega Bangna,1,2F,Lifestyle & Specialty
PLAY BOY,Mega Bangna,1,1F,Fashion
PLAYSOUND,Mega Bangna,1,2F,Education
PLEUN PUNG CAFE,Mega Bangna,1,1F,Food & Beverage
POLI-CHEM,Mega Bangna,1,GF,Lifestyle & Specialty
PONN CAFE,Mega Bangna,1,1F,Food & Beverage
POP MART,Mega Bangna,1,1F,Lifestyle & Specialty
PORNKASEM CLINIC,Mega Bangna,1,1F,Beauty & Wellness
POTATO CORNER,Mega Bangna,1,1F,Food & Beverage
PRADAP,Mega Bangna,1,GF,Fashion
PRANAKORN BOAT NOODLE,Mega Bangna,1,1F,Food & Beverage
PRO CLEAN,Mega Bangna,1,GF,Lifestyle & Specialty
PRO CLEAN,Mega Bangna,1,GF,Lifestyle & Specialty
PRONTO,Mega Bangna,1,1F,Fashion
PULL & BEAR,Mega Bangna,1,1F,Fashion
PUNG SIAM,Mega Bangna,1,1F,Food & Beverage
QUINN,Mega Bangna,1,1F,Fashion
RADIANCE JEWELRY,Mega Bangna,1,2F,Fashion
RADO,Mega Bangna,1,1F,Fashion
RAVIPA,Mega Bangna,1,1F,Fashion
REALME,Mega Bangna,1,2F,Technology
RECHIC,Mega Bangna,1,1F,Fashion
REGENT DIAMONDS,Mega Bangna,1,1F,Fashion
REMAX,Mega Bangna,1,2F,Technology
REST N GO,Mega Bangna,1,1F,Lifestyle & Specialty
REV RUNNER,Mega Bangna,1,2F,Fashion
RICHESSE BAKERY,Mega Bangna,1,1F,Food & Beverage
RIP CURL,Mega Bangna,1,2F,Fashion
